id,gid,x,y,v_x,v_y,radius,time
2,1,-11.461342,-0.510609,-1.163260,0.144305,0.750000,9.400000
0,0,2.022026,-0.548597,1.133299,-0.199818,0.750000,9.500000
1,0,3.793736,1.137820,1.248764,0.020732,0.750000,9.500000
2,1,-11.587295,-0.486793,-1.259523,0.238158,0.750000,9.500000
0,0,2.134149,-0.555456,1.121229,-0.068589,0.750000,9.600000
1,0,3.901055,1.125654,1.073184,-0.121664,0.750000,9.600000
2,1,-11.724990,-0.476153,-1.376953,0.106403,0.750000,9.600000
0,0,2.257755,-0.572470,1.236064,-0.170136,0.750000,9.700000
1,0,4.021526,1.117432,1.204715,-0.082213,0.750000,9.700000
2,1,-11.859118,-0.472881,-1.341277,0.032720,0.750000,9.700000
0,0,2.401532,-0.602267,1.437767,-0.297977,0.750000,9.800000
1,0,4.153006,1.109579,1.314792,-0.078530,0.750000,9.800000
2,1,-11.980321,-0.474079,-1.212033,-0.011982,0.750000,9.800000
0,0,2.545525,-0.621529,1.439934,-0.192620,0.750000,9.900000
1,0,4.293234,1.107585,1.402284,-0.019941,0.750000,9.900000
2,1,-12.129412,-0.477065,-1.490910,-0.029854,0.750000,9.900000
0,0,2.672064,-0.631955,1.265394,-0.104252,0.750000,10.000000
1,0,4.413843,1.105583,1.206087,-0.020016,0.750000,10.000000
2,1,-12.280864,-0.461194,-1.514519,0.158703,0.750000,10.000000
0,0,2.788428,-0.627335,1.163631,0.046197,0.750000,10.100000
1,0,4.516824,1.108652,1.029814,0.030688,0.750000,10.100000
2,1,-12.437647,-0.440582,-1.567834,0.206128,0.750000,10.100000
0,0,2.899689,-0.634958,1.112614,-0.076228,0.750000,10.200000
1,0,4.632968,1.125223,1.161440,0.165704,0.750000,10.200000
2,1,-12.608922,-0.417722,-1.712744,0.228600,0.750000,10.200000
0,0,3.002953,-0.644073,1.032641,-0.091149,0.750000,10.300000
1,0,4.755346,1.117956,1.223784,-0.072667,0.750000,10.300000
2,1,-12.755510,-0.402499,-1.465884,0.152221,0.750000,10.300000
0,0,3.127874,-0.630453,1.249215,0.136191,0.750000,10.400000
1,0,4.905008,1.131605,1.496621,0.136486,0.750000,10.400000
2,1,-12.889721,-0.373820,-1.342105,0.286795,0.750000,10.400000
0,0,3.257984,-0.634728,1.301093,-0.042745,0.750000,10.500000
1,0,5.048597,1.137915,1.435886,0.063105,0.750000,10.500000
2,1,-13.003138,-0.333920,-1.134177,0.399000,0.750000,10.500000
0,0,3.380486,-0.626031,1.225018,0.086972,0.750000,10.600000
1,0,5.175467,1.138947,1.268700,0.010317,0.750000,10.600000
2,1,-13.111229,-0.306304,-1.080903,0.276156,0.750000,10.600000
0,0,3.510342,-0.625094,1.298562,0.009369,0.750000,10.700000
1,0,5.313882,1.108531,1.384148,-0.304153,0.750000,10.700000
2,1,-13.227205,-0.298337,-1.159760,0.079669,0.750000,10.700000
0,0,3.641934,-0.634916,1.315922,-0.098216,0.750000,10.800000
1,0,5.443121,1.074510,1.292390,-0.340214,0.750000,10.800000
2,1,-13.340135,-0.297853,-1.129300,0.004844,0.750000,10.800000
0,0,3.768190,-0.637532,1.262556,-0.026162,0.750000,10.900000
1,0,5.584099,1.032391,1.409784,-0.421193,0.750000,10.900000
2,1,-13.462932,-0.285534,-1.227976,0.123188,0.750000,10.900000
0,0,3.900655,-0.655100,1.324655,-0.175684,0.750000,11.000000
1,0,5.716654,1.008231,1.325551,-0.241596,0.750000,11.000000
2,1,-13.588435,-0.273134,-1.255025,0.124003,0.750000,11.000000
0,0,4.020658,-0.662533,1.200031,-0.074334,0.750000,11.100000
1,0,5.816444,0.995342,0.997901,-0.128894,0.750000,11.100000
2,1,-13.718428,-0.271490,-1.299930,0.016443,0.750000,11.100000
0,0,4.129531,-0.682017,1.088730,-0.194838,0.750000,11.200000
1,0,5.934155,0.994321,1.177101,-0.010206,0.750000,11.200000
2,1,-13.858908,-0.267544,-1.404804,0.039456,0.750000,11.200000
0,0,4.234463,-0.696252,1.049320,-0.142345,0.750000,11.300000
1,0,6.073430,0.970851,1.392752,-0.234702,0.750000,11.300000
2,1,-13.979327,-0.241160,-1.204187,0.263844,0.750000,11.300000
0,0,4.361087,-0.711890,1.266240,-0.156382,0.750000,11.400000
1,0,6.206000,0.962983,1.325699,-0.078677,0.750000,11.400000
2,1,-14.122555,-0.211434,-1.432285,0.297256,0.750000,11.400000
0,0,4.508078,-0.730786,1.469906,-0.188957,0.750000,11.500000
1,0,6.333877,0.968609,1.278769,0.056257,0.750000,11.500000
2,1,-14.265651,-0.196333,-1.430962,0.151015,0.750000,11.500000
0,0,4.645947,-0.747286,1.378692,-0.165000,0.750000,11.600000
1,0,6.479039,0.981214,1.451622,0.126048,0.750000,11.600000
2,1,-14.383372,-0.183543,-1.177203,0.127899,0.750000,11.600000
0,0,4.788543,-0.750523,1.425963,-0.032377,0.750000,11.700000
1,0,6.642484,0.999451,1.634449,0.182376,0.750000,11.700000
2,1,-14.520104,-0.159815,-1.367318,0.237279,0.750000,11.700000
0,0,4.917743,-0.761752,1.291998,-0.112286,0.750000,11.800000
1,0,6.778126,0.999572,1.356418,0.001206,0.750000,11.800000
2,1,-14.651285,-0.115327,-1.311815,0.444879,0.750000,11.800000
0,0,5.037218,-0.773376,1.194747,-0.116245,0.750000,11.900000
1,0,6.903223,0.989370,1.250972,-0.102017,0.750000,11.900000
2,1,-14.788208,-0.096862,-1.369227,0.184653,0.750000,11.900000
0,0,5.157945,-0.773473,1.207275,-0.000968,0.750000,12.000000
1,0,7.017683,1.005063,1.144597,0.156926,0.750000,12.000000
2,1,-14.919667,-0.067362,-1.314595,0.294998,0.750000,12.000000
0,0,5.286533,-0.791564,1.285881,-0.180909,0.750000,12.100000
1,0,7.153824,1.017145,1.361411,0.120822,0.750000,12.100000
0,0,5.422118,-0.808556,1.355847,-0.169915,0.750000,12.200000
1,0,7.310855,1.011191,1.570311,-0.059546,0.750000,12.200000
0,0,5.540950,-0.815526,1.188319,-0.069705,0.750000,12.300000
1,0,7.459022,1.010147,1.481669,-0.010432,0.750000,12.300000
0,0,5.663030,-0.836046,1.220799,-0.205202,0.750000,12.400000
1,0,7.587930,1.037898,1.289078,0.277510,0.750000,12.400000
0,0,5.776939,-0.860312,1.139090,-0.242656,0.750000,12.500000
1,0,7.726056,1.049920,1.381269,0.120217,0.750000,12.500000
0,0,5.905547,-0.889027,1.286079,-0.287153,0.750000,12.600000
1,0,7.871602,1.060488,1.455458,0.105679,0.750000,12.600000
0,0,6.041118,-0.886631,1.355712,0.023959,0.750000,12.700000
1,0,7.995215,1.078999,1.236127,0.185107,0.750000,12.700000
0,0,6.159100,-0.890087,1.179825,-0.034559,0.750000,12.800000
0,0,6.289424,-0.886612,1.303233,0.034756,0.750000,12.900000
0,0,6.424303,-0.894338,1.348794,-0.077259,0.750000,13.000000
0,0,6.562820,-0.910738,1.385169,-0.164006,0.750000,13.100000
0,0,6.696666,-0.931213,1.338462,-0.204752,0.750000,13.200000
0,0,6.848511,-0.923918,1.518444,0.072949,0.750000,13.300000
0,0,7.002440,-0.916044,1.539299,0.078741,0.750000,13.400000
0,0,7.155075,-0.917274,1.526347,-0.012300,0.750000,13.500000
0,0,7.285050,-0.915178,1.299750,0.020961,0.750000,13.600000
0,0,7.413959,-0.906731,1.289092,0.084472,0.750000,13.700000
0,0,7.552232,-0.919799,1.382728,-0.130673,0.750000,13.800000
